personID, contentID, eventStrength, timestamp
24,1506,1,1475065174
24,1628,1,1465503264
24,1628,1,1465503266
24,1884,1,1473628680
24,2235,1,1473180906
24,2827,1,1468251010
24,2827,1,1468251021
25,1091,1,1466797967
25,1091,1,1466797967
25,1353,1,1470053088
25,2286,1,1465818907
25,2286,1,1465818898
25,2567,1,1467207408
25,2567,1,1467207408
26,35,2,1480591226
26,35,4,1480591228
26,35,5,1480591230
26,53,1,1460389385
26,58,1,1475675807
26,132,1,1477493109
26,132,2,1477496326
26,176,1,1464185513
26,176,2,1464185598
26,309,1,1476374745
26,339,1,1479991738
26,361,1,1466084376
26,361,1,1466084376
26,364,1,1483026369
26,384,1,1480605768
26,384,1,1480598676
26,384,1,1481566931
26,397,1,1459428333
26,397,1,1459428356
26,418,1,1478005858
26,786,1,1477921360
26,786,4,1477921377
26,956,1,1478005815
26,1019,1,1486656740
26,1248,1,1481740900
26,1348,1,1475757249
26,1348,2,1475757711
26,1348,1,1476135213
26,1369,1,1483532657
26,1422,1,1465327556
26,1422,1,1465327556
26,1443,1,1482431915
26,1551,1,1470673830
26,1867,1,1479131408
26,1869,1,1476199115
26,1869,1,1476136686
26,1869,1,1476882014
26,1869,1,1476183796
26,1974,1,1482431720
26,1990,1,1477310397
26,2005,1,1470666005
26,2042,1,1468339779
26,2047,1,1479989777
26,2047,1,1479990762
26,2047,2,1479989885
26,2066,1,1486497270
26,2066,2,1486554688
26,2265,1,1463864327
26,2357,1,1479991780
26,2426,1,1483621019
26,2553,1,1460932898
26,2580,2,1479758538
26,2580,1,1479758516
26,2580,1,1479732995
26,2580,1,1483648609
26,2580,1,1482431778
26,2696,1,1479130307
26,2772,1,1480439774
26,2772,5,1480439831
26,2772,1,1481740855
26,2772,1,1480598642
26,2772,1,1481566935
26,2772,1,1479989929
26,2849,2,1488228500
26,2849,1,1488226736
26,2862,2,1475786114
26,2862,1,1475786041
26,2862,1,1479989788
26,2937,1,1481631276
27,93,1,1483442733
27,636,1,1474990648
27,958,1,1473682912
27,1094,1,1473437743
27,1426,1,1476105927
27,1584,1,1472154408
27,1584,1,1473683653
27,2471,1,1473689008
27,2471,1,1473683632
27,2471,1,1473437521
28,2404,1,1481628661
28,2981,1,1471269331
29,2235,1,1473160390
29,2556,1,1462283524
30,284,1,1463656352
30,284,2,1463656445
30,661,1,1462821756
30,1994,1,1468325030
31,347,1,1462541788
31,432,1,1468339621
31,2000,2,1462392833
31,2000,1,1462383676
31,2216,2,1462468262
31,2216,1,1462468259
31,2383,1,1462540363
31,2880,1,1468260138
32,383,1,1471604840
32,1545,1,1471604823
33,958,1,1461705087
33,958,1,1461705082
33,1804,1,1480610408
33,1804,1,1480610420
33,2024,1,1468869573
34,1290,1,1474548293
34,2852,1,1474548300
35,516,1,1481624910
35,516,2,1481624956
35,516,4,1481628491
35,547,1,1469532283
35,547,1,1469532183
35,563,1,1474285546
35,699,1,1480352823
35,715,1,1469101220
35,773,1,1474285429
35,800,1,1479917468
35,858,1,1469109195
35,858,1,1469109210
35,890,1,1465473618
35,890,1,1465473618
35,1010,1,1470051163
35,1366,1,1469185970
35,1372,1,1481905684
35,1605,1,1470072017
35,1869,1,1476208717
35,1976,1,1475234956
35,1980,1,1471529252
35,2334,1,1472837947
35,2380,2,1473774716
35,2380,1,1473774674
35,2444,1,1471628845
35,2579,1,1470051307
35,2580,1,1479736012
35,2586,1,1465586484
35,2586,1,1465586513
35,2763,1,1469724547
35,2917,1,1476815208
35,2917,2,1476815296
35,2943,1,1469101227
35,2946,1,1476789153
36,786,1,1480528692
37,33,1,1487278021
37,57,1,1475182775
37,78,1,1461714595
37,98,1,1469150849
37,98,1,1469150867
37,106,1,1460555761
37,114,1,1471529035
37,114,1,1471577825
37,119,1,1462472970
37,129,1,1475182885
37,138,1,1462296809
37,138,1,1462296826
37,138,1,1462304987
37,138,1,1462274937
37,138,5,1462274694
37,138,2,1462274938
37,138,1,1462274643
37,138,1,1462274949
37,138,1,1462274942
37,138,3,1462274880
37,161,1,1467055852
37,161,1,1467055851
37,219,1,1471352688
37,225,1,1470831625
37,229,1,1459273603
37,229,1,1459328166
37,232,1,1467384678
37,232,1,1467384674
37,241,1,1480425086
37,250,1,1463156479
37,263,1,1463660713
37,320,1,1463156496
37,320,1,1462275147
37,346,1,1463774381
37,347,1,1463156491
37,347,1,1461865040
37,347,1,1462472405
37,347,1,1462275144
37,347,1,1469543388
37,382,1,1463774115
37,395,1,1470577167
37,403,1,1467377015
37,403,2,1467377019
37,403,1,1467377018
37,403,1,1467555807
37,415,1,1477441531
37,437,1,1463145340
37,519,1,1473884417
37,556,1,1472221913
37,568,1,1462801044
37,568,3,1462801059
37,618,1,1462196182
37,658,1,1463613130
37,679,1,1470831553
37,685,1,1473596782
37,703,1,1471818389
37,712,1,1461848924
37,722,1,1474025757
37,741,1,1461776361
37,760,1,1471461578
37,785,1,1474025837
37,785,1,1474030876
37,858,1,1469045555
37,865,1,1471270790
37,887,1,1472609504
37,889,1,1461097706
37,934,1,1463870243
37,960,1,1463774162
37,965,1,1471361069
37,965,1,1471577833
37,981,1,1465989788
37,981,1,1465989790
37,1031,1,1467200536
37,1031,1,1467200604
37,1031,1,1467200537
37,1032,1,1471577856
37,1035,1,1471270711
37,1036,1,1462902159
37,1082,1,1470591604
37,1138,1,1471577845
37,1138,1,1470922521
37,1171,1,1462472473
37,1171,1,1462472529
37,1171,1,1462472617
37,1180,1,1487779335
37,1197,1,1464051725
37,1210,1,1469053970
37,1219,1,1462199929
37,1232,1,1473604703
37,1232,1,1473604614
37,1278,1,1461776362
37,1284,1,1463156473
37,1284,2,1463058608
37,1284,1,1463059987
37,1284,1,1463058601
37,1290,1,1469398005
37,1290,2,1469398024
37,1311,1,1467817769
37,1341,1,1463071678
37,1341,1,1463079373
37,1395,1,1461194448
37,1468,1,1471818365
37,1505,1,1472609407
37,1521,1,1474914833
37,1549,1,1472746515
37,1552,1,1461337389
37,1607,1,1467293100
37,1607,1,1467293103
37,1610,1,1468933721
37,1610,2,1468933748
37,1610,1,1468932942
37,1610,1,1468934381
37,1623,1,1462483121
37,1623,1,1462476581
37,1623,1,1462476594
37,1623,1,1462478062
37,1623,1,1462478101
37,1623,1,1462478074
37,1623,3,1462471662
37,1623,1,1462471624
37,1638,1,1471577809
37,1638,1,1471577682
37,1638,1,1471577807
37,1638,1,1471577805
37,1652,1,1476131973
37,1652,1,1476131921
37,1691,1,1463779310
37,1691,1,1463779330
37,1704,1,1467737650
37,1727,1,1472835181
37,1728,1,1472639073
37,1728,1,1472639088
37,1728,2,1472639118
37,1791,1,1459519721
37,1820,1,1463675700
37,1854,1,1461194349
37,1874,1,1468411355
37,1874,1,1468411374
37,1883,1,1472683081
37,1883,1,1472682968
37,1885,1,1462282141
37,1971,1,1460463488
37,2000,1,1462382065
37,2024,1,1468868062
37,2054,1,1475182975
37,2054,1,1480598598
37,2096,1,1463613173
37,2101,1,1473691277
37,2101,1,1473691139
37,2107,1,1473596779
37,2122,1,1463144932
37,2123,1,1461776363
37,2125,1,1460677087
37,2159,1,1472573365
37,2165,1,1475182822
37,2166,1,1462220640
37,2174,1,1463786237
37,2174,1,1464008065
37,2252,1,1475185106
37,2252,1,1475185120
37,2319,1,1464906841
37,2319,1,1464907005
37,2319,1,1464907025
37,2319,1,1464906906
37,2319,1,1464906843
37,2339,1,1462303196
37,2339,1,1462302794
37,2353,2,1461860276
37,2353,1,1461860252
37,2358,1,1471288072
37,2362,1,1465578302
37,2362,1,1465578303
37,2368,1,1481717999
37,2372,1,1470154659
37,2383,1,1463156487
37,2383,1,1462538404
37,2383,1,1462987834
37,2388,1,1460639073
37,2409,1,1475185155
37,2409,1,1475185122
37,2419,1,1474915444
37,2508,1,1477512435
37,2508,1,1477512394
37,2508,1,1477519578
37,2508,1,1477519576
37,2550,1,1462297424
37,2552,1,1471528413
37,2557,1,1466034854
37,2557,1,1466034403
37,2557,1,1466034236
37,2557,3,1466034456
37,2557,3,1466034895
37,2557,1,1466034855
37,2557,1,1466034466
37,2557,5,1466034457
37,2557,1,1466034237
37,2562,1,1471818358
37,2572,1,1471222304
37,2593,1,1461344687
37,2618,1,1465503395
37,2618,1,1465503386
37,2618,1,1465523733
37,2618,1,1465523731
37,2624,1,1462301818
37,2624,1,1462276777
37,2654,2,1471546875
37,2654,1,1471546873
37,2706,1,1473806985
37,2708,1,1463403408
37,2718,1,1463660470
37,2720,1,1461874455
37,2820,1,1473464572
37,2836,1,1475511111
37,2836,1,1475511108
37,2852,1,1469587160
37,2858,1,1464891747
37,2858,1,1464891745
37,2896,1,1470777800
37,2903,1,1481802170
37,2961,1,1464860520
37,2961,1,1464860535
38,1004,1,1468012289
38,1004,1,1468012251
39,1148,1,1478176991
39,1780,2,1461586073
39,1780,1,1461586030
40,215,1,1467636380
40,219,1,1471362618
40,329,1,1460633360
40,1002,1,1472046914
40,1082,1,1468840376
40,1208,1,1471609153
40,1287,1,1462391856
40,1287,2,1462392438
40,1287,4,1462392436
40,1520,1,1459793303
40,1591,1,1460718737
40,1609,1,1460653793
40,1661,1,1467027098
40,1661,1,1467027097
40,1867,1,1460632658
40,1958,1,1468590062
40,1966,1,1460635011
40,2194,1,1468520840
40,2255,1,1469727299
40,2349,1,1461694152
40,2630,1,1465558370
40,2630,1,1465557292
40,2630,1,1465557293
40,2849,1,1487248064
40,2876,1,1467300776
40,2876,1,1467300777
41,1132,1,1487856177
42,64,1,1468928268
42,69,1,1463158923
42,480,1,1477658779
42,685,1,1473684558
42,800,1,1480013809
42,964,1,1474653117
42,1079,4,1468928123
42,1079,1,1468927550
42,1121,2,1466102930
42,1121,1,1466102873
42,1121,1,1466102873
42,1227,1,1474313952
42,1231,1,1469208166
42,1251,1,1477918714
42,1270,2,1483374089
42,1270,1,1483374023
42,1472,1,1466797957
42,1472,5,1466797985
42,1472,1,1466797957
42,1472,3,1466797984
42,1589,1,1460127022
42,1663,1,1463427491
42,2096,1,1463659039
42,2096,1,1463767456
42,2150,1,1463061264
42,2234,1,1464621605
42,2431,1,1471524433
42,2431,3,1471524452
42,2431,5,1471524452
42,2704,1,1463421762
42,2808,1,1467298545
42,2808,1,1467298544
42,2847,1,1478716376
42,2944,1,1463158814
42,2944,2,1463158895
43,44,1,1468521510
43,381,1,1462563196
43,381,1,1462630329
43,381,3,1462799853
43,381,1,1462817738
43,381,1,1462560754
43,381,3,1462561045
43,685,1,1473594753
43,770,1,1474554801
43,773,1,1474049064
43,773,1,1474048962
43,1237,1,1473970674
43,1237,1,1473970705
43,1726,1,1481114171
43,1726,1,1481278430
43,1726,1,1481117334
43,1830,1,1472473214
43,1830,1,1472473132
43,1830,1,1472479493
43,1949,1,1481977335
43,2128,1,1472473397
43,2128,1,1472479510
43,2194,1,1468516714
43,2194,1,1468517946
43,2284,1,1475597690
43,2729,1,1468354016
43,2786,1,1468376996
43,2786,4,1468377013
43,2849,1,1487326708
43,2890,1,1486368006
43,2890,1,1486367706
43,2890,1,1486367748
43,2890,1,1485798167
43,2890,1,1485798124
43,2913,1,1470229503
44,168,1,1473797378
44,921,1,1474725856
44,1148,1,1478178759
44,2064,1,1466443206
44,2064,1,1466443361
44,2222,1,1484566861
44,2311,1,1485518290
44,2463,1,1467291618
44,2463,4,1467291454
44,2463,1,1467291448
44,2633,1,1484131896
44,2849,1,1487346022
45,603,1,1470142495
45,762,1,1467206212
45,762,1,1467206211
45,829,1,1468351548
45,2000,1,1470142577
45,2470,1,1468413742
45,2873,1,1466702955
45,2873,1,1466702954
46,385,1,1484648557
46,385,1,1484648520
46,428,1,1484649019
46,878,1,1484561057
46,1804,1,1480499451
46,2222,1,1484563384
46,2666,1,1467289587
46,2666,1,1467289587
46,2764,1,1468002887
47,879,1,1472217410
47,1062,1,1463399357
47,1148,1,1478176929
47,1148,2,1478176930
47,1366,1,1469448909
47,1481,1,1469448864
47,1584,1,1469724324
47,1841,1,1459423506
47,2059,1,1466162881
47,2059,1,1466162881
47,2463,1,1467288864
47,2463,1,1467288860
47,2848,1,1468445278
47,2966,1,1463398751
48,26,1,1462885786
48,26,2,1462885860
48,113,1,1461786953
48,113,2,1461787370
48,178,1,1463423023
48,194,1,1485868866
48,221,3,1477330489
48,221,1,1477329561
48,221,5,1477330489
48,252,1,1463075572
48,302,1,1482325172
48,321,1,1478709670
48,380,1,1482179607
48,418,1,1470100603
48,498,2,1464094946
48,498,1,1464094662
48,555,1,1462987205
48,567,1,1461602131
48,567,2,1461602254
48,591,1,1468500071
48,591,3,1468506194
48,591,5,1468506195
48,591,2,1468500669
48,620,1,1465569496
48,620,1,1465569497
48,646,1,1475068755
48,708,2,1462204484
48,726,2,1469717171
48,726,1,1469716942
48,840,1,1480350951
48,904,1,1466625526
48,904,1,1466625526
48,926,1,1463575307
48,926,2,1463498653
48,926,1,1463492405
48,927,3,1463062307
48,927,2,1463062257
48,927,1,1463062067
48,934,1,1463749716
48,958,1,1461708075
48,958,1,1461787410
48,958,1,1461954588
48,958,2,1461766502
48,958,1,1461866660
48,975,1,1475846036
48,1122,2,1465203702
48,1122,1,1465203659
48,1122,1,1465203659
48,1339,1,1477398609
48,1339,2,1477398752
48,1363,3,1461786892
48,1363,2,1461786845
48,1363,1,1461786597
48,1442,1,1480600709
48,1524,1,1470344566
48,1524,2,1470344956
48,1542,1,1471789127
48,1551,1,1469825408
48,1682,1,1474562979
48,1729,1,1465203474
48,1729,2,1465203634
48,1729,1,1465203474
48,1808,2,1469790864
48,1808,1,1469789705
48,1808,5,1469791448
48,1808,3,1469791448
48,2127,1,1470662719
48,2127,2,1470662939
48,2172,1,1466101097
48,2172,1,1466101098
48,2172,2,1466101116
48,2286,1,1465826153
48,2286,1,1465826154
48,2286,2,1465826370
48,2293,1,1472475985
48,2338,1,1485261182
48,2338,1,1485253021
48,2374,2,1461596305
48,2374,1,1461596158
48,2380,2,1461684371
48,2380,1,1461684297
48,2483,1,1465203791
48,2483,2,1465203975
48,2483,1,1465203791
48,2557,1,1466083493
48,2557,1,1466083494
48,2564,1,1482324766
48,2564,2,1482324780
48,2597,1,1472084344
48,2951,1,1479299132
48,2951,2,1479299215
48,2956,1,1467381980
48,2956,3,1467382939
48,2956,2,1467382926
48,2956,5,1467382940
48,2956,1,1467381980
49,82,1,1459448474
49,243,1,1464115909
49,243,2,1464115944
49,243,4,1464115945
49,341,1,1461778387
49,432,1,1468347587
49,432,2,1468359048
49,442,1,1487292397
49,442,1,1487245566
49,442,5,1487246069
49,442,3,1487246069
49,442,1,1487245569
49,498,1,1464129101
49,537,1,1487246611
49,555,1,1463001807
49,645,1,1462224628
49,890,1,1465505038
49,890,1,1465504968
49,1219,1,1462208363
49,1366,1,1469647655
49,1433,1,1469816212
49,1620,1,1461708680
49,1631,1,1459448108
49,1631,1,1459353583
49,1631,2,1459353650
49,1631,1,1459353647
49,1631,4,1459353648
49,1805,1,1476963144
49,1860,1,1466005866
49,1860,1,1466005785
49,2003,1,1465828963
49,2003,1,1465828888
49,2075,1,1475528323
49,2124,1,1462449616
49,2134,1,1462370118
49,2194,1,1468610225
49,2297,1,1476385224
49,2342,1,1465316664
49,2342,1,1465316727
49,2401,1,1464907847
49,2401,1,1464907895
49,2401,1,1465405114
49,2401,1,1465405047
49,2432,1,1473703349
49,2432,1,1473795143
49,2432,1,1473708699
49,2435,1,1467981584
49,2435,1,1467916521
49,2483,1,1464980512
49,2483,1,1464893385
49,2483,1,1464893336
49,2546,1,1470255879
49,2602,1,1486675208
49,2619,1,1463503486
49,2630,1,1465565857
49,2630,1,1465565785
49,2700,1,1462552678
49,2732,1,1461864539
49,2758,1,1463006527
49,2793,1,1462900241
49,2801,1,1467312778
49,2801,1,1467312779
49,2902,1,1470163418
50,110,1,1464719580
50,110,1,1464719578
50,432,1,1468326761
50,460,1,1464009436
50,665,1,1485860450
50,829,5,1468007145
50,829,1,1468007099
50,994,1,1469536845
50,1055,1,1462215626
50,1315,1,1466015709
50,1315,1,1466015903
50,1315,1,1466015709
50,1539,1,1468433776
50,1605,1,1470078891
50,1605,4,1470078931
50,1605,2,1470078922
50,1612,1,1465935943
50,1612,1,1465935943
50,1804,2,1475068556
50,1804,1,1475067069
50,1863,1,1470658758
50,1944,1,1485773657
50,2024,2,1469109312
50,2024,1,1469105214
50,2096,1,1463687644
50,2108,1,1482408121
50,2126,1,1463425983
50,2214,1,1487699143
50,2255,1,1469734741
50,2255,1,1469801591
50,2255,1,1469801617
50,2633,1,1484133357
50,2720,1,1461672421
50,2764,1,1468326724
50,2844,1,1475674799
50,2844,2,1475675043
50,2849,1,1487260869
50,2873,1,1466625471
50,2873,1,1466625471
50,2911,1,1475494859
51,442,1,1487596477
52,407,1,1461962069
52,2868,1,1464956186
52,2868,1,1464956188
53,432,1,1468248184
53,1524,1,1470339147
53,2032,1,1463507520
53,2496,1,1473423495
54,69,1,1465212061
54,69,1,1463665797
54,69,1,1463572161
54,69,1,1463746544
54,69,1,1463398134
54,69,1,1463147578
54,69,1,1464090473
54,69,1,1464971276
54,69,1,1464971277
54,69,1,1463494830
54,219,1,1471442698
54,348,1,1467814152
54,403,1,1467378541
54,403,1,1467378543
54,498,1,1464089282
54,555,1,1462964731
54,582,1,1462546311
54,582,1,1462532795
54,582,1,1462532804
54,592,1,1471261061
54,645,1,1462219241
54,775,1,1467370429
54,775,1,1467370430
54,916,1,1467893148
54,1217,1,1462972777
54,1385,1,1467804442
54,1405,1,1468606409
54,1409,1,1464782525
54,1409,1,1464782525
54,1551,1,1469726528
54,1610,1,1468940185
54,1890,1,1477921532
54,1890,1,1478257259
54,1890,1,1477925841
54,1890,1,1477910940
54,2024,1,1468869590
54,2078,1,1467124285
54,2078,1,1467124285
54,2124,1,1462448704
54,2345,1,1468579484
54,2764,1,1467813949
54,2820,1,1473679179
54,2849,1,1487613055
54,2873,1,1466606099
54,2873,1,1466606099
54,2913,1,1466509510
54,2913,1,1466509509
54,2980,1,1468495352
55,116,1,1473956366
55,116,1,1474055428
55,116,1,1473945401
55,116,1,1474290087
55,1019,1,1486636052
55,1019,2,1486636511
55,1390,1,1483470391
55,1390,2,1483470507
55,2066,1,1486409201
55,2937,1,1481711700
55,2937,1,1481881942
55,2937,1,1481630077
55,2937,1,1481833180
55,2937,1,1482152065
55,2937,1,1482145637
55,2937,1,1481747595
55,2937,1,1481895339
56,100,1,1484657650
56,221,1,1478696210
56,435,1,1487676789
56,737,1,1468412312
56,1097,1,1467641351
56,1148,1,1478695647
56,2235,1,1473160594
56,2334,1,1472750973
56,2334,1,1472751188
